file,marker,frame,release_x,release_y,release_z,pitcher_id,elbow_angle,shoulder_angle
openbiomechanics\baseball_pitching\data\c3d\000359\000359_002734_model.c3d,LFIN,8,-0.034960050135850906,0.35522621870040894,1.5786566734313965,000359,150.33275612394667,43.723896793955895
openbiomechanics\baseball_pitching\data\c3d\000511\000511_001688_78_235_003_FF_931.c3d,RFIN,602,2.0252997875213623,-0.5816198587417603,1.5896049737930298,000511,127.46013465610292,28.823611814340385
openbiomechanics\baseball_pitching\data\c3d\000511\000511_001688_78_235_004_FF_914.c3d,RFIN,568,2.0570006370544434,-0.6227470636367798,1.5399320125579834,000511,129.46780847812545,30.83102211100765
openbiomechanics\baseball_pitching\data\c3d\000511\000511_001688_model.c3d,RFIN,8,0.0969061404466629,-1.1024171113967896,1.7450345754623413,000511,140.00565588860286,50.152158994794455
openbiomechanics\baseball_pitching\data\c3d\000538\000538_001808_72_217_002_FF_811.c3d,RFIN,493,1.6693642139434814,-0.6640036106109619,1.4810713529586792,000538,128.7897497303994,37.38279927559093
openbiomechanics\baseball_pitching\data\c3d\000538\000538_001808_72_217_003_FF_808.c3d,RFIN,447,1.6437878608703613,-0.6952723264694214,1.4777073860168457,000538,131.0059536703563,35.900483161722605
openbiomechanics\baseball_pitching\data\c3d\000538\000538_001808_72_217_004_FF_813.c3d,RFIN,453,1.6806868314743042,-0.7096737623214722,1.4503767490386963,000538,128.00414530424024,37.81647766234315
openbiomechanics\baseball_pitching\data\c3d\000538\000538_001808_72_217_005_FF_812.c3d,RFIN,417,1.6073969602584839,-0.7069193124771118,1.5073204040527344,000538,128.6480774770484,39.17542884122511
openbiomechanics\baseball_pitching\data\c3d\000538\000538_001808_72_217_008_FF_812.c3d,RFIN,435,1.6493113040924072,-0.6303609609603882,1.4902608394622803,000538,129.792580476119,38.26177449741555
openbiomechanics\baseball_pitching\data\c3d\000538\000538_001808_model.c3d,LFIN,5,-0.10578635334968567,0.5165392756462097,1.5930266380310059,000538,142.58031927070914,50.96140756733241
openbiomechanics\baseball_pitching\data\c3d\000560\000560_001779_79_228_001_FF_837.c3d,LFIN,398,2.0023279190063477,0.02286398783326149,1.563393235206604,000560,84.2813166518256,68.18132692820225
openbiomechanics\baseball_pitching\data\c3d\000560\000560_001779_79_228_005_FF_852.c3d,LFIN,381,1.932361364364624,0.06800968945026398,1.6100311279296875,000560,86.83839123793832,68.03520674183723
openbiomechanics\baseball_pitching\data\c3d\000560\000560_001779_79_228_006_FF_835.c3d,LFIN,393,2.044734001159668,-0.022915758192539215,1.5637637376785278,000560,86.16683422733841,69.68634160246354
openbiomechanics\baseball_pitching\data\c3d\000560\000560_001779_model.c3d,RFIN,5,0.11361843347549438,-1.1680024862289429,1.9138269424438477,000560,145.70112725623008,45.84269091071767
openbiomechanics\baseball_pitching\data\c3d\000565\000565_002843_70_184_001_FF_869.c3d,RFIN,458,1.5536609888076782,-0.34831494092941284,1.5658670663833618,000565,135.09796445366686,31.098154734067
openbiomechanics\baseball_pitching\data\c3d\000565\000565_002843_70_184_002_FF_858.c3d,RFIN,399,1.6250176429748535,-0.44773945212364197,1.5169882774353027,000565,134.35267812852854,29.486528050319183
openbiomechanics\baseball_pitching\data\c3d\000565\000565_002843_70_184_003_FF_863.c3d,RFIN,430,1.5289437770843506,-0.5542469620704651,1.5692172050476074,000565,133.94396853964366,31.62874263960449
openbiomechanics\baseball_pitching\data\c3d\000565\000565_002843_70_184_005_FF_853.c3d,RFIN,421,1.607865333557129,-0.4635939300060272,1.5035037994384766,000565,133.89382792080738,30.66028160997106
openbiomechanics\baseball_pitching\data\c3d\000565\000565_002843_70_184_007_FF_862.c3d,RFIN,414,1.6533737182617188,-0.499591201543808,1.4449995756149292,000565,134.2028665906667,31.41999791595449
openbiomechanics\baseball_pitching\data\c3d\000565\000565_002843_model.c3d,RFIN,5,-0.13941612839698792,-1.0149918794631958,1.5722202062606812,000565,141.97621132770482,51.27396171199231
openbiomechanics\baseball_pitching\data\c3d\000572\000572_003222_67_193_002_FF_778.c3d,RFIN,451,1.5883913040161133,-0.6909193992614746,1.4257057905197144,000572,134.06413284779106,33.13523489356557
openbiomechanics\baseball_pitching\data\c3d\000572\000572_003222_67_193_003_FF_771.c3d,RFIN,435,1.469620943069458,-0.587858259677887,1.467440128326416,000572,134.78506678339832,34.273352170982406
openbiomechanics\baseball_pitching\data\c3d\000572\000572_003222_67_193_004_FF_779.c3d,RFIN,405,1.4504175186157227,-0.6999841928482056,1.4776415824890137,000572,135.0034592782561,35.42599672174053
openbiomechanics\baseball_pitching\data\c3d\000572\000572_003222_67_193_005_FF_772.c3d,RFIN,401,1.5197181701660156,-0.6649564504623413,1.4657319784164429,000572,133.2891427513875,34.56549831028424
openbiomechanics\baseball_pitching\data\c3d\000572\000572_003222_67_193_006_FF_781.c3d,RFIN,413,1.5377986431121826,-0.7443490624427795,1.4483916759490967,000572,133.49221457030634,34.194929843725994
openbiomechanics\baseball_pitching\data\c3d\000572\000572_003222_model.c3d,RFIN,9,-0.010056967847049236,-1.0242012739181519,1.4906073808670044,000572,139.88656138477214,47.55006018498176
openbiomechanics\baseball_pitching\data\c3d\000581\000581_002742_75_220_002_FF_877.c3d,RFIN,487,1.2194613218307495,-0.6305854320526123,1.5221028327941895,000581,127.07620966481748,48.032120124357604
openbiomechanics\baseball_pitching\data\c3d\000581\000581_002742_75_220_003_FF_876.c3d,RFIN,449,1.2173274755477905,-0.6657871007919312,1.5564061403274536,000581,127.59490157922498,46.081334442987135
openbiomechanics\baseball_pitching\data\c3d\000581\000581_002742_75_220_004_FF_874.c3d,RFIN,467,1.1749812364578247,-0.6318268775939941,1.5823416709899902,000581,129.11061250964667,44.195858844617995
openbiomechanics\baseball_pitching\data\c3d\000581\000581_002742_75_220_008_FF_878.c3d,RFIN,433,1.1789493560791016,-0.6622176766395569,1.5300498008728027,000581,127.46626567393112,46.54039720496538
openbiomechanics\baseball_pitching\data\c3d\000581\000581_002742_75_220_009_FF_871.c3d,RFIN,420,1.1996147632598877,-0.6864163279533386,1.534044623374939,000581,129.19580577113223,46.41674347426978
openbiomechanics\baseball_pitching\data\c3d\000581\000581_002742_model.c3d,RFIN,3,-0.19014562666416168,-1.1216657161712646,1.6915278434753418,000581,153.83292988519707,50.218444093866914
openbiomechanics\baseball_pitching\data\c3d\000610\000610_001778_71_195_002_FF_833.c3d,RFIN,325,1.8643310070037842,-0.36223670840263367,1.5913182497024536,000610,136.8258507506301,28.84057622976486
openbiomechanics\baseball_pitching\data\c3d\000610\000610_001778_71_195_010_FF_834.c3d,RFIN,316,1.9164502620697021,-0.2566806972026825,1.5777870416641235,000610,135.57995785587778,27.19552856100973
openbiomechanics\baseball_pitching\data\c3d\000610\000610_001778_model.c3d,LFIN,6,0.08565086126327515,0.5649559497833252,1.5446219444274902,000610,146.53933191086625,46.01427369539367
openbiomechanics\baseball_pitching\data\c3d\000616\000616_001665_80_235_002_FF_871.c3d,LFIN,493,1.7572394609451294,0.08064256608486176,1.6482585668563843,000616,60.410349984438454,77.00595383345286
openbiomechanics\baseball_pitching\data\c3d\000616\000616_001665_80_235_003_FF_873.c3d,LFIN,533,1.7732659578323364,0.24237918853759766,1.5786198377609253,000616,62.45730314749117,77.0088419871542
openbiomechanics\baseball_pitching\data\c3d\000616\000616_001665_80_235_004_FF_873.c3d,LFIN,489,1.9770383834838867,0.050735827535390854,1.5825204849243164,000616,57.07391646315037,81.02297463372894
openbiomechanics\baseball_pitching\data\c3d\000616\000616_001665_model.c3d,LFIN,1,-0.024059344083070755,0.5637573003768921,1.7029075622558594,000616,151.81730028838717,47.16429778430708
openbiomechanics\baseball_pitching\data\c3d\000625\000625_001612_71_201_009_FF_864.c3d,RFIN,449,1.8219938278198242,-0.4342595636844635,1.5687525272369385,000625,134.40978279052976,33.875606396963924
openbiomechanics\baseball_pitching\data\c3d\000625\000625_001612_71_201_010_FF_858.c3d,RFIN,437,1.8145859241485596,-0.4655410051345825,1.5856044292449951,000625,132.69898634132224,33.27132197159058
openbiomechanics\baseball_pitching\data\c3d\000625\000625_001612_71_201_012_FF_846.c3d,RFIN,387,1.8445463180541992,-0.4527517557144165,1.5780388116836548,000625,139.97406161808894,33.45800042746397
openbiomechanics\baseball_pitching\data\c3d\000625\000625_001612_model.c3d,RFIN,2,0.04083671420812607,-1.0023725032806396,1.6130602359771729,000625,135.4450386394376,49.256516800580116
openbiomechanics\baseball_pitching\data\c3d\000628\000628_001601_73_229_001_FF_863.c3d,RFIN,691,1.8299870491027832,-0.5624438524246216,1.6662110090255737,000628,139.46802952004472,38.09067836463564
openbiomechanics\baseball_pitching\data\c3d\000628\000628_001601_73_229_002_FF_861.c3d,RFIN,644,1.8605334758758545,-0.6190085411071777,1.5876789093017578,000628,140.11366329957477,37.659647262143636
openbiomechanics\baseball_pitching\data\c3d\000628\000628_001601_73_229_004_FF_862.c3d,RFIN,510,1.9056730270385742,-0.4600241780281067,1.5936275720596313,000628,141.79869408477927,36.04135719857189
openbiomechanics\baseball_pitching\data\c3d\000628\000628_001601_model.c3d,RFIN,1,-0.042612455785274506,-1.0630850791931152,1.7481763362884521,000628,146.13835855606897,52.784855713635615
openbiomechanics\baseball_pitching\data\c3d\000653\000653_001170_76_181_001_FF_809.c3d,RFIN,421,1.9178977012634277,-0.7212249040603638,1.5600637197494507,000653,139.6378470577586,31.367749620861055
openbiomechanics\baseball_pitching\data\c3d\000653\000653_001170_76_181_002_FF_826.c3d,RFIN,379,1.9561017751693726,-0.6751248836517334,1.5584288835525513,000653,137.4236336763223,30.183255181911502
openbiomechanics\baseball_pitching\data\c3d\000653\000653_001170_model.c3d,LFIN,8,0.7547492384910583,0.4046889841556549,1.3149038553237915,000653,138.5614013428667,55.59222617806061
openbiomechanics\baseball_pitching\data\c3d\000675\000675_003065_72_182_003_FF_892.c3d,RFIN,516,1.826446771621704,-0.5774309635162354,1.4514681100845337,000675,131.63088192105238,27.429974101799942
openbiomechanics\baseball_pitching\data\c3d\000675\000675_003065_72_182_005_FF_894.c3d,RFIN,457,1.8044177293777466,-0.5824598670005798,1.4670367240905762,000675,131.75096680876177,28.755975152361692
openbiomechanics\baseball_pitching\data\c3d\000675\000675_003065_72_182_006_FF_889.c3d,RFIN,446,1.7824310064315796,-0.5880544781684875,1.4482951164245605,000675,132.00077901211822,29.982399197069835
openbiomechanics\baseball_pitching\data\c3d\000675\000675_003065_72_182_007_FF_893.c3d,RFIN,431,1.8756403923034668,-0.5743706226348877,1.4253567457199097,000675,131.4720054011165,27.42215461478447
openbiomechanics\baseball_pitching\data\c3d\000675\000675_003065_72_182_009_FF_891.c3d,RFIN,464,1.845916509628296,-0.5931994915008545,1.4651678800582886,000675,131.23287364738803,27.017342309069406
openbiomechanics\baseball_pitching\data\c3d\000675\000675_003065_model.c3d,RFIN,8,-0.14676184952259064,-1.051783561706543,1.6871503591537476,000675,139.61938019701708,44.11822899935838
openbiomechanics\baseball_pitching\data\c3d\000738\000738_001250_69_173_002_FF_881.c3d,LFIN,282,1.8300936222076416,0.05167284980416298,1.4212371110916138,000738,76.82185152567659,80.44248558170521
openbiomechanics\baseball_pitching\data\c3d\000738\000738_001250_69_173_010_FF_886.c3d,LFIN,289,1.828466534614563,0.006385881453752518,1.450932502746582,000738,78.49639050003397,78.66381988531052
openbiomechanics\baseball_pitching\data\c3d\000738\000738_001250_model.c3d,LFIN,8,0.735588788986206,0.48213809728622437,1.4203139543533325,000738,128.71631175701694,54.44951856031418
openbiomechanics\baseball_pitching\data\c3d\000750\000750_001031_76_244_013_FF_904.c3d,RFIN,483,1.9864420890808105,-0.8192736506462097,1.4878517389297485,000750,131.5321622795524,32.22338911676204
openbiomechanics\baseball_pitching\data\c3d\000750\000750_001031_76_244_014_FF_904.c3d,RFIN,298,1.877437949180603,-0.6789175868034363,1.5316389799118042,000750,131.45710581085805,33.18192971959409
openbiomechanics\baseball_pitching\data\c3d\000750\000750_001031_model.c3d,RFIN,5,0.6191129684448242,-1.143884301185608,1.4813628196716309,000750,153.63042274145135,47.31689056901272
openbiomechanics\baseball_pitching\data\c3d\000774\000774_001097_76_223_001_FF_776.c3d,RFIN,363,1.9953792095184326,-0.5437870025634766,1.6828895807266235,000774,143.72512689366133,30.892588500277547
openbiomechanics\baseball_pitching\data\c3d\000774\000774_001097_76_223_005_FF_770.c3d,RFIN,384,2.0325186252593994,-0.4831724762916565,1.629482388496399,000774,144.2017428717149,33.31425511996422
openbiomechanics\baseball_pitching\data\c3d\000774\000774_001097_76_223_006_FF_761.c3d,RFIN,373,1.9694534540176392,-0.45354530215263367,1.7077081203460693,000774,143.17632685529404,32.37641048555647
openbiomechanics\baseball_pitching\data\c3d\000774\000774_001097_model.c3d,LFIN,1,0.1651754230260849,0.4245584309101105,1.5752073526382446,000774,144.52160369559607,55.627463197716544
openbiomechanics\baseball_pitching\data\c3d\000782\000782_003250_74_184_001_FF_900.c3d,RFIN,538,2.03531551361084,-1.1055564880371094,1.3170716762542725,000782,134.82027851078283,25.035147169790037
openbiomechanics\baseball_pitching\data\c3d\000782\000782_003250_74_184_002_FF_904.c3d,RFIN,478,1.9438605308532715,-1.0863287448883057,1.380592703819275,000782,133.55752389738035,25.48033285692413
openbiomechanics\baseball_pitching\data\c3d\000782\000782_003250_74_184_004_FF_895.c3d,RFIN,539,1.9739259481430054,-1.1398942470550537,1.3583478927612305,000782,133.7274414475975,25.050939408939534
openbiomechanics\baseball_pitching\data\c3d\000782\000782_003250_74_184_006_FF_892.c3d,RFIN,494,2.0982096195220947,-1.087572693824768,1.2826125621795654,000782,134.98145015436498,25.486325513854315
openbiomechanics\baseball_pitching\data\c3d\000782\000782_003250_model.c3d,RFIN,7,0.020693207159638405,-1.1149016618728638,1.688758373260498,000782,145.2781190316838,45.080637229504575
openbiomechanics\baseball_pitching\data\c3d\000787\000787_002990_73_183_004_FF_818.c3d,LFIN,455,1.8324207067489624,-0.34839653968811035,1.480973243713379,000787,89.00094839690752,85.51772517412634
openbiomechanics\baseball_pitching\data\c3d\000787\000787_002990_73_183_009_FF_816.c3d,LFIN,419,1.8705103397369385,-0.3337583541870117,1.4566454887390137,000787,88.4256527228319,92.25313481903437
openbiomechanics\baseball_pitching\data\c3d\000787\000787_002990_73_183_010_FF_814.c3d,LFIN,419,1.8433077335357666,-0.323472797870636,1.4748148918151855,000787,95.14036876441601,81.98780746769599
openbiomechanics\baseball_pitching\data\c3d\000787\000787_002990_73_183_011_FF_814.c3d,LFIN,408,1.9455657005310059,-0.30110254883766174,1.433068871498108,000787,86.15308492848719,86.2835574578271
openbiomechanics\baseball_pitching\data\c3d\000787\000787_002990_model.c3d,RFIN,7,0.11932957172393799,-1.0765334367752075,1.5824583768844604,000787,150.8488973987222,55.738416112360575
openbiomechanics\baseball_pitching\data\c3d\000789\000789_001313_72_186_006_FF_858.c3d,RFIN,397,1.8812156915664673,-0.5760423541069031,1.5944310426712036,000789,145.05232406686164,26.244144746608672
openbiomechanics\baseball_pitching\data\c3d\000789\000789_001313_72_186_007_FF_859.c3d,RFIN,376,1.9120763540267944,-0.6625319719314575,1.5635442733764648,000789,147.15459083466186,27.074057217241066
openbiomechanics\baseball_pitching\data\c3d\000789\000789_001313_72_186_009_FF_858.c3d,RFIN,400,1.8978841304779053,-0.5688654780387878,1.5810683965682983,000789,147.5352265108788,25.73896219664129
openbiomechanics\baseball_pitching\data\c3d\000789\000789_001313_model.c3d,RFIN,0,0.6732347011566162,-1.1023540496826172,1.6526687145233154,000789,152.00423368212543,38.638407341215675
openbiomechanics\baseball_pitching\data\c3d\000822\000822_002969_75_231_001_FF_904.c3d,RFIN,675,1.6935760974884033,-0.6731459498405457,1.5363056659698486,000822,120.91777308486924,50.12199795525408
openbiomechanics\baseball_pitching\data\c3d\000822\000822_002969_75_231_005_FF_898.c3d,RFIN,584,1.9255485534667969,-0.5731121301651001,1.4867315292358398,000822,131.02100612697367,37.59472449126531
openbiomechanics\baseball_pitching\data\c3d\000822\000822_002969_75_231_006_FF_886.c3d,RFIN,554,1.919128179550171,-0.5697239637374878,1.4794597625732422,000822,131.0137109059241,37.16036833865292
openbiomechanics\baseball_pitching\data\c3d\000822\000822_002969_model.c3d,RFIN,7,-0.02914886362850666,-1.1163334846496582,1.6689461469650269,000822,149.30748509130956,55.46398883983897
openbiomechanics\baseball_pitching\data\c3d\000830\000830_001615_70_193_005_FF_854.c3d,RFIN,425,1.8268448114395142,-0.5067744255065918,1.4233888387680054,000830,127.38921361524837,27.454053154368285
openbiomechanics\baseball_pitching\data\c3d\000830\000830_001615_70_193_006_FF_844.c3d,RFIN,483,1.9008991718292236,-0.46719273924827576,1.429650068283081,000830,127.73902355673691,19.91278939947648
openbiomechanics\baseball_pitching\data\c3d\000830\000830_001615_model.c3d,RFIN,8,-0.055367611348629,-1.067365288734436,1.5562760829925537,000830,148.74301216543714,41.82436777720217
openbiomechanics\baseball_pitching\data\c3d\000870\000870_003252_74_195_002_FF_808.c3d,RFIN,691,1.9317166805267334,-0.7659493684768677,1.3362972736358643,000870,142.58077852524858,31.58802781246621
openbiomechanics\baseball_pitching\data\c3d\000870\000870_003252_74_195_003_FF_808.c3d,RFIN,604,2.002631664276123,-0.6461008191108704,1.302359938621521,000870,142.51968636410868,30.73406480011626
openbiomechanics\baseball_pitching\data\c3d\000870\000870_003252_74_195_005_FF_808.c3d,RFIN,608,1.9209201335906982,-0.7290494441986084,1.3441802263259888,000870,139.99202067686488,32.644747072928546
openbiomechanics\baseball_pitching\data\c3d\000870\000870_003252_74_195_012_FF_833.c3d,RFIN,521,1.925977110862732,-0.6795520782470703,1.3589966297149658,000870,141.74267446558787,29.68264886947136
openbiomechanics\baseball_pitching\data\c3d\000870\000870_003252_74_195_014_FF_812.c3d,RFIN,570,1.9992530345916748,-0.6472153663635254,1.3128206729888916,000870,144.3221907458109,30.28802842084169
openbiomechanics\baseball_pitching\data\c3d\000870\000870_003252_model.c3d,LFIN,9,-0.17727768421173096,0.46732017397880554,1.7411607503890991,000870,146.02125600456245,46.34283732498966
openbiomechanics\baseball_pitching\data\c3d\000874\000874_001562_73_211_003_FF_918.c3d,RFIN,497,1.5761501789093018,-0.5770189166069031,1.0883342027664185,000874,133.93067120985665,37.50634094274414
openbiomechanics\baseball_pitching\data\c3d\000874\000874_001562_73_211_008_FF_903.c3d,RFIN,530,1.588355541229248,-0.5457939505577087,1.0872410535812378,000874,134.33912277573253,37.90393682841405
openbiomechanics\baseball_pitching\data\c3d\000874\000874_001562_73_211_009_FF_906.c3d,RFIN,525,1.6299543380737305,-0.4987180829048157,1.1450897455215454,000874,134.51019214720196,39.04209425516713
openbiomechanics\baseball_pitching\data\c3d\000874\000874_001562_model.c3d,RFIN,6,0.002267354167997837,-1.0898088216781616,1.6639894247055054,000874,147.9791309662681,52.170959805451915
openbiomechanics\baseball_pitching\data\c3d\000884\000884_001603_69_201_004_FF_850.c3d,LFIN,435,1.2867871522903442,0.457821249961853,1.4581716060638428,000884,83.13366328972974,59.509458797492975
openbiomechanics\baseball_pitching\data\c3d\000884\000884_001603_69_201_005_FF_856.c3d,LFIN,428,1.3360869884490967,0.42009618878364563,1.480542778968811,000884,81.96034737223454,60.263210460764334
openbiomechanics\baseball_pitching\data\c3d\000884\000884_001603_69_201_006_FF_851.c3d,LFIN,491,1.379893183708191,0.39321690797805786,1.4982659816741943,000884,87.4727229880602,58.26680557935892
openbiomechanics\baseball_pitching\data\c3d\000884\000884_001603_model.c3d,LFIN,6,-0.08038175106048584,0.47734305262565613,1.533524513244629,000884,148.57637270163585,48.00346032780975
openbiomechanics\baseball_pitching\data\c3d\000890\000890_001783_71_199_007_FF_796.c3d,RFIN,471,1.8603811264038086,-0.39341604709625244,1.5424641370773315,000890,135.68348223495892,34.078748169169515
openbiomechanics\baseball_pitching\data\c3d\000890\000890_001783_71_199_008_FF_798.c3d,RFIN,477,1.8853144645690918,-0.40139180421829224,1.532457709312439,000890,136.89364867397455,32.48110430103735
openbiomechanics\baseball_pitching\data\c3d\000890\000890_001783_71_199_009_FF_802.c3d,RFIN,410,1.9034435749053955,-0.4286859631538391,1.5140881538391113,000890,137.5574295196967,34.24689238411618
openbiomechanics\baseball_pitching\data\c3d\000890\000890_001783_71_199_010_FF_806.c3d,RFIN,475,1.8854128122329712,-0.3702499270439148,1.540776252746582,000890,136.43740593221136,35.231628448379205
openbiomechanics\baseball_pitching\data\c3d\000890\000890_001783_model.c3d,LFIN,3,0.07936206459999084,0.41171759366989136,1.5628955364227295,000890,130.32369843632904,48.836596032528526
openbiomechanics\baseball_pitching\data\c3d\000894\000894_001346_72_159_004_FF_846.c3d,RFIN,402,1.970637559890747,-0.6253116130828857,1.463049054145813,000894,141.15422789633502,30.287979210287485
openbiomechanics\baseball_pitching\data\c3d\000894\000894_001346_72_159_012_FF_845.c3d,RFIN,415,1.890126347541809,-0.6554341912269592,1.5201152563095093,000894,141.0441934719475,29.693542015973396
openbiomechanics\baseball_pitching\data\c3d\000894\000894_001346_72_159_013_FF_848.c3d,RFIN,405,1.9013621807098389,-0.7030007839202881,1.5047122240066528,000894,140.18511099626912,28.58885279569661
openbiomechanics\baseball_pitching\data\c3d\000894\000894_001346_model.c3d,LFIN,4,0.1637030690908432,0.44266268610954285,1.6368000507354736,000894,136.93065735756474,50.96209665112416
openbiomechanics\baseball_pitching\data\c3d\000905\000905_001370_75_230_001_FF_878.c3d,RFIN,350,2.0168416500091553,-0.6621219515800476,1.5461279153823853,000905,129.46704601962546,31.123213496554385
openbiomechanics\baseball_pitching\data\c3d\000905\000905_001370_75_230_004_FF_869.c3d,RFIN,342,2.0950725078582764,-0.6292884349822998,1.4866688251495361,000905,129.05022270836972,30.022585468005175
openbiomechanics\baseball_pitching\data\c3d\000905\000905_001370_75_230_006_FF_869.c3d,RFIN,484,1.9631260633468628,-0.6612783670425415,1.551594853401184,000905,128.30800588334537,32.27559702119129
openbiomechanics\baseball_pitching\data\c3d\000905\000905_001370_model.c3d,RFIN,0,-0.20537979900836945,-1.068009614944458,1.6467742919921875,000905,137.1295030765722,43.43214462078974
